poiID,type,poiName,overview,xmlID,street,town,postcode,area,county,country,telephone,telephoneTitle1,telephone1,telephoneDetail1,telephoneTitle2,telephone2,telephoneDetail2,telephoneTitle3,telephone3,telephoneDetail3,telephoneTitle4,telephone4,url,train ,tube,tram,bus,openingTimes,monthsClosed,daysClosed,wheelchairAccess,wheelchairAccessText,foodAndDrink,Shop,guidedTours,audioTours,toursText,Price - to be deleted once entered,adult,concessions,child,childText,priceText,currency,lat,long,indoor,timeInMins,unmissable,topChoice,theme,seoURL,metaTITLE,metaDESC,taxonomy - to be deleted later,cuisine,priceCat,additional_info,whatsOnTitle1,whatsOnTicketPrice1,whatsOnTheme1,whatsOnDescription1,boxOfficeTelephone1,whatsOnURL1,whatsOnStartDate1,whatsOnEndDate1,whatsOnRepeat1,whatsOnTitle2,whatsOnTicketPrice2,whatsOnTheme2,whatsOnDescription2,boxOfficeTelephone2,whatsOnURL2,whatsOnStartDate2,whatsOnEndDate2,whatsOnRepeat2,whatsOnTitle3,whatsOnTicketPrice3,whatsOnTheme3,whatsOnDescription3,boxOfficeTelephone3,whatsOnURL3,whatsOnStartDate3,whatsOnEndDate3,whatsOnRepeat3,whatsOnTitle4,whatsOnTicketPrice4,whatsOnTheme4,whatsOnDescription4,boxOfficeTelephone4,whatsOnURL4,whatsOnStartDate4,whatsOnEndDate4,whatsOnRepeat4,whatsOnTitle5,whatsOnTicketPrice5,whatsOnTheme5,whatsOnDescription5,boxOfficeTelephone5,whatsOnURL5,whatsOnStartDate5,whatsOnEndDate5,whatsOnRepeat5,whatsOnTitle6,whatsOnTicketPrice6,whatsOnTheme6,whatsOnDescription6,boxOfficeTelephone6,whatsOnURL6,whatsOnStartDate6,whatsOnEndDate6,whatsOnRepeat6,whatsOnTitle7,whatsOnTicketPrice7,whatsOnTheme7,whatsOnDescription7,boxOfficeTelephone7,whatsOnURL7,whatsOnStartDate7,whatsOnEndDate7,whatsOnRepeat7,whatsOnTitle8,whatsOnTicketPrice8,whatsOnTheme8,whatsOnDescription8,boxOfficeTelephone8,whatsOnURL8,whatsOnStartDate8,whatsOnEndDate8,whatsOnRepeat8,whatsOnTitle9,whatsOnTicketPrice9,whatsOnTheme9,whatsOnDescription9,boxOfficeTelephone9,whatsOnURL9,whatsOnStartDate9,whatsOnEndDate9,whatsOnRepeat9,whatsOnTitle10,whatsOnTicketPrice10,whatsOnTheme10,whatsOnDescription10,boxOfficeTelephone10,whatsOnURL10,whatsOnStartDate10,whatsOnEndDate10,whatsOnRepeat10,whatsOnTitle11,whatsOnTicketPrice11,whatsOnTheme11,whatsOnDescription11,boxOfficeTelephone11,whatsOnURL11,whatsOnStartDate11,whatsOnEndDate11,whatsOnRepeat11,whatsOnTitle12,whatsOnTicketPrice12,whatsOnTheme12,whatsOnDescription12,boxOfficeTelephone12,whatsOnURL12,whatsOnStartDate12,whatsOnEndDate12,whatsOnRepeat12,whatsOnTitle13,whatsOnTicketPrice13,whatsOnTheme13,whatsOnDescription13,boxOfficeTelephone13,whatsOnURL13,whatsOnStartDate13,whatsOnEndDate13,whatsOnRepeat9,whatsOnTitle14,whatsOnTicketPrice14,whatsOnTheme14,whatsOnDescription14,boxOfficeTelephone14,whatsOnURL14,whatsOnStartDate14,whatsOnEndDate14,whatsOnRepeat9,whatsOnTitle15,whatsOnTicketPrice15,whatsOnTheme15,whatsOnDescription15,boxOfficeTelephone15,whatsOnURL15,whatsOnStartDate15,whatsOnEndDate15,whatsOnRepeat15,whatsOnTitle16,whatsOnTicketPrice16,whatsOnTheme16,whatsOnDescription16,boxOfficeTelephone16,whatsOnURL16,whatsOnStartDate16,whatsOnEndDate16,whatsOnRepeat16,whatsOnTitle17,whatsOnTicketPrice17,whatsOnTheme17,whatsOnDescription17,boxOfficeTelephone17,whatsOnURL17,whatsOnStartDate17,whatsOnEndDate17,whatsOnRepeat17,whatsOnTitle18,whatsOnTicketPrice18,whatsOnTheme18,whatsOnDescription18,boxOfficeTelephone18,whatsOnURL18,whatsOnStartDate18,whatsOnEndDate18,whatsOnRepeat18,whatsOnTitle19,whatsOnTicketPrice19,whatsOnTheme19,whatsOnDescription19,boxOfficeTelephone19,whatsOnURL19,whatsOnStartDate19,whatsOnEndDate19,whatsOnRepeat19,whatsOnTitle20,whatsOnTicketPrice20,whatsOnTheme20,whatsOnDescription20,boxOfficeTelephone20,whatsOnURL20,whatsOnStartDate20,whatsOnEndDate20,whatsOnRepeat20,whatsOnTitle21,whatsOnTicketPrice21,whatsOnTheme21,whatsOnDescription21,boxOfficeTelephone21,whatsOnURL21,whatsOnStartDate21,whatsOnEndDate21,whatsOnRepeat21,related
rome_sight_0650,catalogue,Palazzo Spada,"<p>The majestic <strong>Palazzo Spada</strong>, built around 1550 for Cardinal Capo di Ferro, has an elegant stuccoed courtyard and fa&ccedil;ade decorated with reliefs evoking Rome&rsquo;s glorious past.</p><p>Cardinal Bernardino Spada, who lived here in the 17th century with his brother Virginio (also a cardinal), hired architects Bernini and Borromini to work on the building. The brothers&rsquo; whimsical delight in false perspectives resulted in a colonnaded gallery by Borromini that appears four times longer than it really is; on guided tours, the guide walks into the gallery and seems to get taller and taller the closer he gets to the end. The cardinals also amassed a superb private collection of paintings, which is now on display in the Galleria Spada. The collection features a wide range of artists, including Rubens, D&uuml;rer and Guido Reni. The most important works on display include <em>The Visitation</em> by Andrea del Sarto (1486&ndash;1530), <em>Cain and Abel</em> by Giovanni Lanfranco (1582&ndash;1647) and <em>The Death of Dido</em> by Guercino (1591&ndash;1666).</p>","EWTG_ROME147PALSPA, TT_ROME050VILPAL_009, EWFG_ROME132PALSPA, TT_ROME104BESRES_002, TT_ROME042MUSGAL_008_R13",Piazza Capo di Ferro 13,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 683 2409,,,,,,,,,,,,galleriaspada.beniculturali.it,,,Galleria Spada,"23, 116, 280",Galleria Spada: 8:30am–7:30pm (last adm: 7pm) Tue–Sun,,"1 Jan, 25 Dec",TRUE,Only to the Borromini perspective,,TRUE,TRUE,,,,5,2.00,0,,<p>Adults &euro;5.00</p><p>Concessions &euro;2.00</p><p>Children free</p><p></p>,EUR,41.8941872746589,12.4719513952732,TRUE,,FALSE,Art Galleries and Museums,"Historic Sights and Landmarks, Art Galleries and Museums",art-galleries,Palazzo Spada | Galleria Spada,"The majestic Palazzo Spada, built around 1550, contains the Galleria Spada, which has a superb collection of private art. Plan a trip to Galleria Spada today.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sant’Agnese in Agone, San Carlo ai Catinari, Sant’Ivo alla Sapienza"
rome_sight_0656,catalogue,Palazzo Torlonia Giraud,"<p>The <strong>Palazzo Torlonia Giraud</strong> was built in the late 15th century by the wealthy Cardinal Adriano Castellesi, in a style closely resembling Palazzo della Cancelleria.</p><p>The cardinal was a well-travelled rogue who collected vast revenues from the bishopric of Bath and Wells, which he had been given by his friend King Henry VII of England. In return he gave Henry his palazzo for use as the seat of the English ambassador to the Holy See. Castellesi was finally stripped of his cardinalate by Pope Leo X Medici and disappeared from history. Since then, the palazzo has had many owners and tenants. In the 17th century it was rented for a time by Queen Christina of Sweden. The Torlonia family, who acquired the building in 1820, owed its fortune to the financial genius of shopkeeper-turned-banker Giovanni Torlonia. He lent money to the impoverished Roman nobility and bought up their property during the Napoleonic Wars.</p>",EWTG_ROME229PALTOR,Via della Conciliazione 30,Rome,00193,The Vatican,,Italy,,,,,,,,,,,,,,,,,"23, 34, 40, 62, 64",Closed to the public,,,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.902441,12.461333,FALSE,,FALSE,FALSE,Historic Sights and Landmarks,famous-landmarks,,,VATICAN |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0657,catalogue,Palazzo Valentini,"<p>In 2005, builders at work beneath <strong>Palazzo Valentini</strong>, the seat of the Province of Rome, discovered what turned out to be the remains of two grand houses (Domus Romane) that had belonged to wealthy patrician families of Imperial Rome. Elegant living rooms, courtyards, baths and kitchens were unearthed, with traces of mosaics, frescoes and coloured marbles. Computer technology, films and projections have been used to virtually reconstruct the houses, resulting in a museum that brings ancient Rome to life better than anywhere else in the city. </p><p>Tours take visitors to a <em>caldarium</em> with a Jacuzzi-like hot tub, a <em>tepidarium</em> (lukewarm-water bath) where bathers would relax over a game of chequers, and a <em>frigidarium</em> (cold-water bath) that opened onto a garden, with a swimming pool and a pool for children. Mosaic floors, marble pavements and walls have been restored to their former glory, while sound effects re-create the earthquake that buckled the floors in AD 38. During the Renaissance, the area was used as a <em>butto</em> (rubbish dump). This too has been reconstructed in the museum. A sheep&rsquo;s horn, oyster shells, chicken bones, clam and tortoise shells found here give useful clues about the diet of Renaissance Romans. A second, shorter, itinerary takes visitors to a newly excavated section of Trajan&rsquo;s Forum. Here, the museum screens a film that re-creates the interior of the emperor&rsquo;s libraries, as well as an intelligent animation of scenes from Trajan&rsquo;s Column, which is well worth watching.</p>",EWFG_ROME088PALVAL,Via IV Novembre 119A,Rome,00187,Ancient Rome,,Italy,,,,,,,,,,,,,,,Cavour,,"40, 63, 70, 80, 81, 87, 160, 170, 271, 628, 630, 716, 810",9:30am–5:30pm Wed–Mon,,"Tue, 25 Dec, 1 Jan, 1 May",TRUE,,FALSE,,TRUE,,"Hourly, 35-min long tours from Palazzo Valentini in Italian only; 10am–5pm",,10,10,8,,<p>Adults &euro;10.00</p><p>Children &euro;8.00</p><p></p>,EUR,41.896701,12.483757,TRUE,,FALSE,FALSE,"Historic Sights and Landmarks, Ancient Ruins, Art Galleries and Museums",museums,,,Ancient Rome | The Best of Rome - Ancient Rome | Underground Rome - Going underground |,,,Age range 7 plus | Allow 30 mins |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palazzo Massimo alle Terme, Centrale Montemartini"
rome_sight_0658,catalogue,Palazzo Venezia,"<p>The arched windows and doors of <strong>Palazzo Venezia</strong> are so harmonious that the fa&ccedil;ade was once attributed to the great Humanist architect Leon Battista Alberti (1404&ndash;72). It was more probably built by Giuliano da Maiano, who is known to have carved the fine doorway onto the piazza.</p><p>This Renaissance civic building was constructed in 1455&ndash;64 for the Venetian cardinal Pietro Barbo, who later became Pope Paul II. It was at times a papal residence, but it also served as the Venetian Embassy to Rome before passing into French hands in 1797. Since 1916 Palazzo Venezia has belonged to the state; in the Fascist era, Mussolini used it as his headquarters and addressed crowds from the central balcony. The interior is best seen by visiting the Museo del Palazzo Venezia, possibly Rome&rsquo;s most underrated museum. It holds first-class collections of Early Renaissance painting; painted wood sculptures and Renaissance chests from Italy; tapestries from all over Europe; majolica; silver; Neapolitan ceramic figurines; Renaissance bronzes; arms and armour; Baroque terracotta sculptures by Bernini, Alessandro Algardi and others; and 17th- and 18th-century Italian paintings. There is a marble screen from the Aracoeli convent, destroyed to make way for the Victor Emmanuel Monument, and a bust of Paul II, showing him to rank with Martin V and Leo X as the greatest popes in history. The building also hosts major temporary exhibitions.</p>","TT_ROME050VILPAL_010, EWTG_ROME075PALVEN, TT_ROME104BESRES_004_R13",Via del Plebiscito 118,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 6999 4388,,,,,,,,,,,,museopalazzovenezia.beniculturali.it,,,,"40, 62, 63, 64, 95, 110, 170",8:30am–7:30pm Tue–Sun,,"Mon, 1 Jan, 1 May, 25 Dec",TRUE,,,TRUE,,TRUE,Audioguides free; order from website,,5,2.50,0,,<p>Adults &euro;5.00</p><p>Concessions &euro;2.50</p><p>Children free</p><p></p>,EUR,41.896234,12.481152,TRUE,,FALSE,Art Galleries and Museums,"Historic Sights and Landmarks, Art Galleries and Museums",famous-landmarks,Palazzo Venezia Rome | Venezia Palace Rome,The Palazzo Venezia is a former Papal  that now houses a museum. Plan your trip to the Venezia Palace in Rome with DK Trip Planner today.,,,,,Intervalli musicali a Palazzo Venezia. L'universo femminile nella musica del Rinascimento,Tickets €5.00 (included in admission charge),Classical and Contemporary Music,<p>A cycle of musical encounters (including performance and poetry) are based around the theme of the Renaissance woman as composer in &ldquo;The Female Universe in Renaissance Music: From Vocal to Instrumental Music&rdquo;. The last two concerts performed will be dedicated to music by Maddalena Casulana and Vittoria Aleotti.</p>,06 6999 4388,museopalazzovenezia.beniculturali.it/index.php?it/22/archivio-eventi/69/intervalli-musicali-a-palazzo-venezia-luniverso-femminile-nella-musica-del-rinascimento,22nd February 2014,24th May 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palazzo Doria Pamphilj
rome_sight_0662,catalogue,Palazzo Zuccari (House of Monsters),"<p>Notable for its door and window frames shaped into the screaming mouths of grotesque ogres, <strong>Palazzo Zuccari </strong>(House of Monsters) was the atelier of the painters Taddeo and Federico Zuccari.</p>",TT_ROME054HIDROM_007_R12,Via Gregoriana 28,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,,,,,,,,,,,,,,"Spagna, Barberini",,"116, 590",Closed to the public,,,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.905387,12.484176,TRUE,,FALSE,FALSE,Historic Sights and Landmarks,famous-landmarks,,,Hidden Rome | Attraction |,,,additional_info: Closed to public |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0738,,Panattoni “L’Obitorio”,"<p>This Trastevere institution&rsquo;s nickname (&ldquo;the morgue&rdquo;) refers to the chilly effect of the marble that sheathes its walls and serves as tabletops. The reception at <strong>Panattoni </strong><strong>&ldquo;L’Obitorio&rdquo; </strong>is as warm as the decor is cold, however, and the Roman pizza as excellent as the <em>suppl&igrave; al telefono</em> (fried rice balls with a melted mozzarella heart that make a long &ldquo;telephone&rdquo; cord when you pull them apart).</p>",TT_ROME072PIZZER_009,Viale Trastevere 53-59,Rome,00153,Trastevere & Janiculum Hill,,Italy,06 580 0919,,,,,,,,,,,,,,,Belli,"780, H, N8",Thu–Tue dinner only,,Wed,TRUE,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : under €30",,,,,<p>Free entry</p>,EUR,41.888289,12.473543,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,Pizzerias | Restaurant |,Pizzerias,£,additional_info: No credit cards |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0664,catalogue,Pantheon,"<p>Legend has it that the world&rsquo;s best-preserved Roman building was designed by the goddess Cybele. In fact, the <strong>Pantheon</strong>’s<strong> </strong>designer was probably Emperor Hadrian (reigned 117&ndash;138), who is said to have been inspired while contemplating a pumpkin. Whatever the truth, stepping inside the Pantheon is an incredible experience, especially on sunny days, with the sunlight streaming in through the hole, or oculus, at the top of the dome, and on rainy days too, when water pours in.</p><p>In the Middle Ages the Pantheon became a church and in time came to be a symbol of Rome itself. The rectangular portico screens the vast hemispherical dome; the rotunda&rsquo;s height and diameter are each 43.3 m (142 ft). The building has been lightly sacked over the ages &ndash; barbarians took portable pieces, Constans II stole its gilded roof tiles and, in 1625, Urban VIII melted down the portico&rsquo;s bronze ceiling panels to make cannon for Castel Sant&rsquo;Angelo. The shrines that now line the wall of the Pantheon range from the Tomb of Raphael to those of the kings of modern Italy.</p>","EWTG_ROME110PANTHE, TT_ROME040ANCSIG_002, EWFG_ROME122PANTHE, TT_ROME014-015PANTHE, TT_ROME006ROMHIG_002, TT_ROME090PANTHE_001",Piazza della Rotonda,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 6830 0230,,,,,,,,,,,,www.pantheonroma.com,,,,"C3, 30, 40, 46, 62, 64, 70, 81, 87, 116, 130, 186, 492, 628","8:30am–7:30pm Mon–Sat, 9am–6pm Sun, 9am–1pm public hols",,"1 Jan, 1 May, 25 Dec",TRUE,,,,TRUE,TRUE,,,0,0,0,,<p>Free entry</p>,EUR,41.89886,12.47682,TRUE,,TRUE,"Religious Buildings, Historic Sights and Landmarks","Religious Buildings, Historic Sights and Landmarks",famous-landmarks,Pantheon Rome | Rome Pantheon ,"The world’s best preserved Roman building, the Pantheon in Rome was probably designed by Hadrian himself. Plan a visit to Rome’s Pantheon with DK Trip Planner.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Castel Sant’Angelo, Colosseum"
rome_sight_0671,,Papà Baccus,"<p>Every single product used at the Tuscan <strong>Pap&agrave; Baccus</strong> is selected from trusted, non-industrial producers to guarantee the regional Italian dishes are fresh and organic.</p>",,Via Toscana 36 ,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,06 4274 2808,,,,,,,,,,,,www.papabaccus.com,"Repubblica, Barberini",,,"52, 53, 63, 80, 80B, 83, N4","Mon–Sat, Sat dinner only",,Sun,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.909148,12.491251,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,,Regional Italian,££,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_1271,catalogue,Parco Della Caffarella,"<p>Part of the protected Parco Regionale dell&rsquo;Appia Antica, the <strong>Parco della Caffarella</strong> is more open countryside than park. Combining farmland and wilderness with abundant wildlife, the meadows and fields are dotted with the remains of Roman temples. There is also a large children’s playground, and bikes can be rented at the park office.</p>",TT_ROME062GRESPA_008_R12,Via della Caffarella,Rome,00179,Beyond the Centre,,Italy,,,,,,,,,,,,,www.caffarella.it,Roma Ostiense,,,,,,,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.8647670060811,12.5127840042114,FALSE,,FALSE,Green Spaces,Green Spaces,outdoors,Caffarella Park Rome | Visit Parco Della Caffarella in Rome,"The Caffarella Park in Rome combines farmland and wilderness, and is more open countryside than park. Plan your visit to Parco Della Caffarella here today.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0672,catalogue,Parco della Resistenza dell’8 Settembre,"<p>Formerly a dustbowl, <strong>Parco della Resistenza dell&rsquo;8 Settembre</strong> has now been turned into a pleasant slice of greenery where local people picnic and children play. Since it&rsquo;s one of the few parks in the city without walls or gates, it&rsquo;s perfect for enjoying a moonlight stroll after dinner.</p>",TT_ROME062GRESPA_010,"Viale della Piramide di Cestia, Viale Manlio Gelsomini",Rome,00153,Aventine & Caracalla,,Italy,,,,,,,,,,,,,,Porta S. Paolo,Piramide,Porta San Paolo,"75, 118, 673, N2, N10",,,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.8785392192075,12.4806296825408,FALSE,,FALSE,Green Spaces,Green Spaces,outdoors,Visit Parco della Resistenza dell’8 Settembre in Rome,Parco della Resistenza dell’8 Settembre is one of the few parks in Rome without walls or gates. Plan your trip to Parco della Resistenza dell’8 Settembre here.,Green Spaces | Attraction |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fosse Ardeatine
rome_sight_0673,catalogue,Pascucci,<p><strong>Pascucci</strong> is the place with the frothiest milkshakes and smoothies in town. They come in all flavours and in any combination.</p>,TT_ROME096CAFGEL_010,Via di Torre Argentina 20,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 686 4816,,,,,,,,,,,,www.pascuccifrullati.it,,,,"30, 40, 46, 62, 64, 70, 81, 87, 130F, 186, 190F, 492, 571, 628, 916",6am–midnight Mon–Sat,,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.89638,12.476424,TRUE,,FALSE,FALSE,Cafés and Bars,food-and-drink,,,"Around the Pantheon | Cafés, Gelaterie and Bars | Restaurant |",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0674,catalogue,Pasquino,"<p>This rough chunk of marble, the remains of an ancient statue, lay as a stepping stone in a muddy medieval street for years until it was erected on this corner in 1501, near the shop of an outspoken cobbler named <strong>Pasquino</strong>. Freedom of speech was not encouraged in papal Rome, so the cobbler wrote out his satirical comments on current events and attached them to this statue. Other Romans followed suit, hanging their maxims and verses on the statue by night to escape punishment. Despite the wrath of the authorities, the sayings of the &ldquo;talking statue&rdquo; (renamed Pasquino) were part of popular culture up until the 19th century. Other statues started to &ldquo;talk&rdquo; in the same vein; Pasquino would conduct dialogues with the statue Marforio in Via del Campidoglio (now in the courtyard of Palazzo Nuovo) and with the Babuino in Via del Babuino. Pasquino still speaks on occasion.</p>","EWTG_ROME124PASQUI, TT_ROME082PIANAV_008",Piazza di Pasquino,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,,,,,"40, 46, 62, 64, 70, 81, 87, 116, 492, 628",,,,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.897749,12.472307,FALSE,,FALSE,FALSE,Historic Sights and Landmarks,famous-landmarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Marco
rome_sight_0678,,Perilli,"<p>Generous portions are served at <strong>Perilli</strong>, a Roman institution. The food is genuine, but the prices are a bit high.</p>",,Via Marmorata 39,Rome,00153,Aventine & Caracalla,,Italy,06 575 5100,,,,,,,,,,,,,Porta S. Paolo,Piramide,Marmorata-Galvani,"3B, 23, 75, 280, 716, N3, N9, N10",Daily,,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.878832,12.478794,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,,Traditional Roman,£,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0680,catalogue,Piazza Barberini,"<p><strong>Piazza Barberini</strong> could be called the &ldquo;Piazza of the Bees&rdquo;, the Barberini family symbol (judiciously upgraded from horseflies when their fortunes improved). The piazza&rsquo;s two fountains by Bernini have large, mutant versions of the busy insects carved on them, to let everyone know who sponsored their creation. On the Fontana del Tritone, or Triton Fountain, the central figure of a triton blowing his conch is one of Rome&rsquo;s most appealing and memorable, made of travertine that takes on a warm honey colour.</p>",TT_ROME046SQUFOU_007,Piazza Barberini,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,,,,,,,,,,,,,,Barberini,,"52, 53, 61, 63, 80, 80B, 83, 116, 116T, 150F, 160, 160F, C3, N1, N4",,,,TRUE,,,,,,,,0,0,0,,<p>Free entry</p>,EUR,41.903732,12.488287,FALSE,,FALSE,FALSE,"Fountains and Obelisks, Historic Sights and Landmarks",outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palazzo Barberini, Piazza Navona, Piazza Farnese"
