poiID,starSite,xmlID,Image to include,assetName,SEO file name,credit,caption,type,info,labelID,cutawayNumber,title,description,imageID,highlights,imageName,leftPosition,topPosition
sanfrancisco_sight_0577,Oakland Museum of California,TT_SANFRA126OAKMUS_008,TRUE,,oakland_museum_california_san_francisco_california_art.jpg,&#169;Courtesy of the Oakland Museum of California/Greg Habiby,,gallery,,2,,Gallery of California Art,"The third level is devoted to the Gallery of California Art, featuring works by artists who have studied, lived, and worked here. Included are works by California Impressionists and members of the Bay Area Figurative movement. Check the website for details of the Art and History Galleries’ opening times.",,,oakland_museum_california_san_francisco_california_art,,
sanfrancisco_sight_0577,Oakland Museum of California,,TRUE,,oakland_museum_california_san_francisco_welcome_to_california.jpg,&#169;Courtesy of the Oakland Museum of California/Rue Flaherty,,gallery,,3,,Welcome to California,This display celebrates past and present-day life in California.,,,oakland_museum_california_san_francisco_welcome_to_california,,
sanfrancisco_sight_0577,Oakland Museum of California,TT_SANFRA126OAKMUS_018_R13,TRUE,,oakland_museum_california_san_francisco_gallery_california_history.jpg,&#169;Courtesy of the Oakland Museum of California/Jason Lew,,gallery,,4,,California History,"This section has exhibits associated with technology, agriculture, business, and domestic life from the early Native Americans to the 21st century. Subjects such as World War II, baby boomers, and Hollywood and Silicon Valley are also covered.",,,oakland_museum_california_san_francisco_gallery_california_history,,
sanfrancisco_sight_0577,Oakland Museum of California,TT_SANFRA126OAKMUS_006,TRUE,,oakland_museum_california_san_francisco_earthquake_artifacts.jpg,&#169;Courtesy of the Oakland Museum of California/Odell Hussey,,gallery,,5,,Earthquake Artifacts,"A collection of objects that pertain to the 1906 earthquake are on display here, including porcelain cups and saucers fused by the heat of the fire that destroyed so much of the city.",,,oakland_museum_california_san_francisco_earthquake_artifacts,,
sanfrancisco_sight_0577,Oakland Museum of California,TT_SANFRA126OAKMUS_004_R13,TRUE,,oakland_museum_california_san_francisco_mission_era.jpg,&#169;Courtesy of the Oakland Museum of California/Terry Lorant,,gallery,,6,,Mission-era Artifacts,"A 19th-century icon of St. Peter is just one remnant of the Spanish Mission years. You’ll also find early colonial tools, and a section of a Spanish ship.",,,oakland_museum_california_san_francisco_mission_era,,
sanfrancisco_sight_0577,Oakland Museum of California,TT_SANFRA126OAKMUS_017_R13,TRUE,,oakland_museum_california_san_francisco_natural_sciences.jpg,&#169;Courtesy of the Oakland Museum of California/Shaun Roberts,,gallery,,7,,Natural Sciences,"In the brilliant Natural Sciences Department, the state of California is presented as one of the world’s top ten biological “hot spots.” There are thousands of artifacts on display, including bird and mammal study skins and mounts as well as a huge collection of reptiles, amphibians, and fungi.",,,oakland_museum_california_san_francisco_natural_sciences,,
sanfrancisco_sight_0577,Oakland Museum of California,TT_SANFRA126OAKMUS_009_R12,TRUE,,oakland_museum_california_san_francisco_photography.jpg,&#169;Courtesy of the Oakland Museum of California/Greg Habiby,,gallery,,8,,Photography,"The Gallery of California Art also has a fine collection of the work of California photographers, including Ansel Adams, Edward Weston, and Dorothea Lange.",,,oakland_museum_california_san_francisco_photography,,
sanfrancisco_sight_0577,Oakland Museum of California,TT_SANFRA126OAKMUS_001,TRUE,,oakland_museum_california_san_francisco_building.jpg,&#169;Courtesy of the Oakland Museum of California/Terry Lorant,,gallery,,9,,The Building,"The museum building is an outstanding example of modern design. Opened in 1969, it is composed of reinforced concrete and consists of three levels of tiered terraces. To soften the angularity, roof gardens have been planted, accented with sculpture.",,,oakland_museum_california_san_francisco_building,,
sanfrancisco_sight_0577,Oakland Museum of California,TT_SANFRA126OAKMUS_003_R12,TRUE,,oakland_museum_california_san_francisco_before_other_people_came.jpg,&#169;Courtesy of the Oakland Museum of California/Dino Morrow,,gallery,,10,,The Earliest Californians,"Fascinating galleries explore early human history in the state, documented by materials such as basketry, stone tools, clothing, and rituals.",,,oakland_museum_california_san_francisco_before_other_people_came,,
sanfrancisco_sight_0577,Oakland Museum of California,,TRUE,,oakland_museum_california_san_francisco_california_mud_wagon.jpg,&#169;Courtesy of the Oakland Museum of California/Michael Cuffe,,gallery,,11,,California Mud Wagon,"Developed for rural life during the mid-19th century, this multipurpose vehicle could be converted easily from a field wagon to a stylish carriage. ",,,oakland_museum_california_san_francisco_california_mud_wagon,,
sanfrancisco_sight_0577,Oakland Museum of California,,TRUE,,oakland_museum_california_san_francisco_railroad_exhibit.jpg,&#169;Courtesy of the Oakland Museum of California/Jeff Warrin,,gallery,,12,,Railroad Exhibit,"The construction of the railroad was crucial to the development of California, lifting the state out of isolation.",,,oakland_museum_california_san_francisco_railroad_exhibit,,
sanfrancisco_sight_0577,Oakland Museum of California,,TRUE,,oakland_museum_california_san_francisco_sculpture_garden.jpg,&#169;Courtesy of the Oakland Museum of California/Terry Lorant,,gallery,,13,,Sculpture Gardens,"There are outdoor festivals here, and it is a popular spot for a picnic.",,,oakland_museum_california_san_francisco_sculpture_garden,,
sanfrancisco_sight_0577,Oakland Museum of California,,TRUE,,oakland_museum_california_san_francisco_motorcycle.jpg,&#169;Courtesy of the Oakland Museum of California/Greg Habiby,,gallery,,14,,Iconic Exhibits,This vintage motorcycle is just one of the arresting exhibits on display in the Gallery of California Art.,,,oakland_museum_california_san_francisco_motorcycle,,
sanfrancisco_sight_0463,Legion of Honor,,TRUE,,legion_of_honor_thinker_san_francisco.jpg,&#169;FAMSF/Gift of Alma de Bretteville Spreckles,,gallery,,1,,<p><em>The Thinker</em>,<p>This original bronze casting of Rodin’s <em>Le Penseur</em> (1904) is in the colonnaded Court of Honor.</p>,,,legion_of_honor_thinker_san_francisco,,
sanfrancisco_sight_0463,Legion of Honor,,TRUE,AL1024047,legion_of_honor_three_shades_san_francisco_dk_AL1024047.jpg,&#169;dkimages,Three shades,gallery,,2,,<p><em>Three Shades</em></p>,<p>The museum holds another of Rodin’s spectacular sculptures (1898).</p>,,,legion_of_honor_three_shades_san_francisco_dk_AL1024047,,
sanfrancisco_sight_0463,Legion of Honor,,TRUE,,legion_of_honor_san_francisco_monet_grand_canal_1960_29.jpg,&#169;FAMSF/Gift of Osgood Hooker,see folder on server for captions,gallery,,3,,"<p><em>The Canal, Venice</em></p>","<p>Painted in 1908, the Venetian canal is painted in Monet&rsquo;s distinctive style.</p>",,,legion_of_honor_san_francisco_monet_grand_canal_1960_29,,
sanfrancisco_sight_0463,Legion of Honor,,TRUE,,legion_of_honor_san_francisco_rubens_tribute_money_44_11.jpg,"&#169;FAMSF/Museum Purchase, M.H. de Young Art Trust Fund ",see folder on server for captions,gallery,,4,,<p><em>The Tribute Money</em></p>,"<p>This painting by Rubens (1612), who was famed for his realism and use of natural color, is one of the museum’s highlights.</p>",,,legion_of_honor_san_francisco_rubens_tribute_money_44_11,,
sanfrancisco_sight_0463,Legion of Honor,,TRUE,,legion_of_honor_san_francisco_hills_gallery.jpg,&#169;FAMSF/Steve Whittaker,,gallery,,5,,Gallery 19,<p>This gallery shows Impressionist works.</p>,,,legion_of_honor_san_francisco_hills_gallery,,
sanfrancisco_sight_0463,Legion of Honor,,TRUE,,legion_of_honor_san_francisco_assyrian_winged_genius_1995_47.jpg,"&#169;FAMSF/Museum purchase, Roscoe and Margaret Oakes Income Fund and The Walter H. and Phyllis J. Shorenstein Foundation Fund ",,gallery,,6,,Assyrian Winged Genius,"<p>This engraved stone (885&ndash;856 BC) is from the northwest Palace of Ashurnasirpal II, located in modern-day Iraq.</p>",,,legion_of_honor_san_francisco_assyrian_winged_genius_1995_47,,
sanfrancisco_sight_0463,Legion of Honor,,TRUE,,legion_of_honor_san_francisco_aerial.jpg,&#169;FAMSF/Woodward Payne,,gallery,,7,,Aerial View,<p>The museum’s grandeur and size is clear to see from the air.</p>,,,legion_of_honor_san_francisco_aerial,,
sanfrancisco_sight_0463,Legion of Honor,,TRUE,,legion_of_honor_san_francisco_period_room.jpg,&#169;FAMSF/Steve Whittaker,,gallery,,8,,Period Room,<p>This gallery showcases period furniture and decorative arts.</p>,,,legion_of_honor_san_francisco_period_room,,
sanfrancisco_sight_0219,Coit Tower,,TRUE,AL1023780,coit_tower_columbus_statue_san_francisco_dk_AL1023780.jpg,&#169;dkimages,columbus statue,gallery,,1,,Christopher Columbus Statue,A statue of the famous explorer stands proudly in front of the tower. It was erected in 1957.,,,coit_tower_columbus_statue_san_francisco_dk_AL1023780,,
sanfrancisco_sight_0219,Coit Tower,,TRUE,AL1023792,coit_tower_from_san_francisco_bay_san_francisco_dk_AL1023792.jpg,&#169;dkimages,from san francisco bay,gallery,,2,,View from the Bay,The tower can be clearly seen from the water.,,,coit_tower_from_san_francisco_bay_san_francisco_dk_AL1023792,,
sanfrancisco_sight_0219,Coit Tower,,TRUE,AL558015,coit_tower_mural_picking_oranges_san_francisco_dk_AL558015.jpg,&#169;dkimages,mural picking oranges,gallery,,3,,Mural,"The frescoes inside were painted by local artists in 1933, as part of the Federal Art Project set up by President Roosevelt.",,,coit_tower_mural_picking_oranges_san_francisco_dk_AL558015,,
sanfrancisco_sight_0219,Coit Tower,,TRUE,AL1008185,coit_tower_filbert_stairs_san_francisco_dk_AL1008185.jpg,&#169;dkimages,filbert stairs,gallery,,4,,Filbert Steps,Visitors can ascend the steps passing through flower gardens to reach the tower.,,,coit_tower_filbert_stairs_san_francisco_dk_AL1008185,,
sanfrancisco_sight_0219,Coit Tower,,TRUE,KV001097,coit_tower_san_francisco_night_corbis_KV001097.jpg,&#169;Corbis/Catherine Karnow,Telegraph Hill as seen from Russian Hill. St. Peter & Paul Roman Catholic church steeple in foreground,gallery,,5,,The Tower at Night,"When floodlit at night, the tower changes to an eerie white, and can be seen from most parts of the eastern half of the city.",,,coit_tower_san_francisco_night_corbis_KV001097,,
