poiID,poiName,overview,xmlID,street,town,postcode,area,county,country,telephoneTitle1,telephone,telephone1,telephoneDetail1,telephoneTitle2,telephone2,telephoneDetail2,telephoneTitle3,telephone3,telephoneDetail3,url,url2,url3,ferry,tram,monorail,train,lightRail,tube,bus,openingTimes,monthsClosed,daysClosed,wheelchairAccess,wheelchairAccessText,foodAndDrink,Shop,guidedTours,audioTours,toursText,adult,concessions,child,childText,priceText,Price - Don’t Touch,currency,lat,long,indoor,timeInMins,unmissable,topChoice,theme,seoURL,metaTITLE,metaDESC,cuisine,priceCat,taxonomy - Don’t Touch,additional_info - Don’t touch,whatsOnTitle1,whatsOnTicketPrice1,whatsOnTheme1,whatsOnDescription1,boxOfficeTelephone1,whatsOnURL1,whatsOnStartDate1,whatsOnEndDate1,whatsOnRepeat1,whatsOnTitle2,whatsOnTicketPrice2,whatsOnTheme2,whatsOnDescription2,boxOfficeTelephone2,whatsOnURL2,whatsOnStartDate2,whatsOnEndDate2,whatsOnRepeat2,whatsOnTitle3,whatsOnTicketPrice3,whatsOnTheme3,whatsOnDescription3,boxOfficeTelephone3,whatsOnURL3,whatsOnStartDate3,whatsOnEndDate3,whatsOnRepeat3,whatsOnTitle4,whatsOnTicketPrice4,whatsOnTheme4,whatsOnDescription4,boxOfficeTelephone4,whatsOnURL4,whatsOnStartDate4,whatsOnEndDate4,whatsOnRepeat4,whatsOnTitle5,whatsOnTicketPrice5,whatsOnTheme5,whatsOnDescription5,boxOfficeTelephone5,whatsOnURL5,whatsOnStartDate5,whatsOnEndDate5,whatsOnRepeat5,whatsOnTitle6,whatsOnTicketPrice6,whatsOnTheme6,whatsOnDescription6,boxOfficeTelephone6,whatsOnURL6,whatsOnStartDate6,whatsOnEndDate6,whatsOnRepeat6,whatsOnTitle7,whatsOnTicketPrice7,whatsOnTheme7,whatsOnDescription7,boxOfficeTelephone7,whatsOnURL7,whatsOnStartDate7,whatsOnEndDate7,whatsOnRepeat7,whatsOnTitle8,whatsOnTicketPrice8,whatsOnTheme8,whatsOnDescription8,boxOfficeTelephone8,whatsOnURL8,whatsOnStartDate8,whatsOnEndDate8,whatsOnRepeat8,whatsOnTitle9,whatsOnTicketPrice9,whatsOnTheme9,whatsOnDescription9,boxOfficeTelephone9,whatsOnURL9,whatsOnStartDate9,whatsOnEndDate9,whatsOnRepeat9,whatsOnTitle10,whatsOnTicketPrice10,whatsOnTheme10,whatsOnDescription10,boxOfficeTelephone10,whatsOnURL10,whatsOnStartDate10,whatsOnEndDate10,whatsOnRepeat10,whatsOnTitle11,whatsOnTicketPrice11,whatsOnTheme11,whatsOnDescription11,boxOfficeTelephone11,whatsOnURL11,whatsOnStartDate11,whatsOnEndDate11,whatsOnRepeat11,whatsOnTitle12,whatsOnTicketPrice12,whatsOnTheme12,whatsOnDescription12,boxOfficeTelephone12,whatsOnURL12,whatsOnStartDate12,whatsOnEndDate12,whatsOnRepeat12,whatsOnTitle13,whatsOnTicketPrice13,whatsOnTheme13,whatsOnDescription13,boxOfficeTelephone13,whatsOnURL13,whatsOnStartDate13,whatsOnEndDate13,whatsOnRepeat13,whatsOnTitle14,whatsOnTicketPrice14,whatsOnTheme14,whatsOnDescription14,boxOfficeTelephone14,whatsOnURL14,whatsOnStartDate14,whatsOnEndDate14,whatsOnRepeat14,whatsOnTitle15,whatsOnTicketPrice15,whatsOnTheme15,whatsOnDescription15,boxOfficeTelephone15,whatsOnURL15,whatsOnStartDate15,whatsOnEndDate15,whatsOnRepeat15,whatsOnTitle16,whatsOnTicketPrice16,whatsOnTheme16,whatsOnDescription16,boxOfficeTelephone16,whatsOnURL16,whatsOnStartDate16,whatsOnEndDate16,whatsOnRepeat16,whatsOnTitle17,whatsOnTicketPrice17,whatsOnTheme17,whatsOnDescription17,boxOfficeTelephone17,whatsOnURL17,whatsOnStartDate17,whatsOnEndDate17,whatsOnRepeat17,whatsOnTitle18,whatsOnTicketPrice18,whatsOnTheme18,whatsOnDescription18,boxOfficeTelephone18,whatsOnURL18,whatsOnStartDate18,whatsOnEndDate18,whatsOnRepeat18,whatsOnTitle19,whatsOnTicketPrice19,whatsOnTheme19,whatsOnDescription19,boxOfficeTelephone19,whatsOnURL19,whatsOnStartDate19,whatsOnEndDate19,whatsOnRepeat19,related,Image Required,SEO file name,caption,credit,number,source,photographer,agency description,info,,imageName
madrid_sight_0440,Museo Casa de la Moneda,"<p>The <strong>Museo Casa de la Moneda</strong>, located in the same building as the Spanish mint and stamp factory, was founded in the 18th century by Charles the III’s Director of the Mint.</p><p>The museum traces the history of currency, from early trading in salt, shells and bracelets up to the euro along 17 rooms that hold around 200,000 pieces. The collection first opened to the public in 1867.</p><p>Coins feature prominently, with maps and photographs complementing displays of Greek and Roman coins. The earliest coins have images of mythical gods; the picture of Cybele, mother of the gods, on a Roman coin from 78 BC is similar to the sculpture in the Plaza de Cibeles.</p><p>As well as later Roman coins endowed with more symbolic images, there are Visigothic and Moorish coins. Early Moorish coins are inscribed in Latin and later ones in Arabic. There are also engravings for currency notes, stamps, medals and official documents.</p>",EWTG_MADRID112MUSCAS,Calle del Doctor Esquerdo 36,Madrid,28028,Further Afield,,Spain,,91 566 65 44,,,,,,,,,www.museocasadelamoneda.es,,,,,,,,O’Donnell,,"10am–5:30pm Tue–Fri, 10am–2pm Sat, Sun & public hols",,"Mon, 1 & 6 Jan; 1 & 2 May; Thu–Sun in Easter; 19 June, 23–25 & 31 Dec",TRUE,,,TRUE,TRUE,TRUE,,,,,,,,EUR,40.422508,-3.669108,TRUE,,FALSE,FALSE,Art Galleries and Museums,,,,,,Further Afield |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE, ,,,,,,,,Art Galleries and Museums,
madrid_sight_0441,Museo Cerralbo,"<p>The <strong>Museo Cerralbo</strong>&rsquo;s&nbsp;astonishingly diverse collection &ndash; paintings, sculptures, tapestries, glassware, porcelain and more were originally the property of the 17th Marquis of Cerralbo, Don Enrique de Aguilera y Gamboa&nbsp;(1845&ndash;1922).</p><p>Entering this 19th-century mansion gives an uncanny sense of stepping back in time and experiencing aristocratic life in Madrid at the turn of the 20th century.&nbsp;The&nbsp;Marqu&eacute;s de Cerralbo was a poet, a politician and a compulsive collector, searching the world for artistic treasures that would adorn his palatial home. He bequeathed his collection to the state so that it could be enjoyed by others. Highlights include a majolica Nativity by Renaissance artist Andrea della Robbia (Porcelain Room) and El Greco&rsquo;s <em>Ecstasy of St Francis</em> (Sacristy), but the <em>pi&egrave;ce de r&eacute;sistance</em> is Juder&iacute;as Caballero&rsquo;s <em>History of Dance</em> in the dome of the ballroom.</p>","EWTG_MADRID030MADBES_009, TT_MADRID044MUSGAL_005, EWTG_MADRID056MUSCER, TT_MADRID096ROYMAD_004",Calle de Ventura Rodríguez 17,Madrid,28008,Royal Madrid,,Spain,,91 547 36 46,,,,,,,,,museocerralbo.mcu.es,,,,,,,,"Plaza de España, Ventura Rodríguez",,"9:30am–3pm Tue–Sat, 5–8pm Thu (exc public hols), 10am–3pm Sun & public hols",,"Mon, 1 & 6 Jan, 1 May, 24–25 & 31 Dec",TRUE,,,,TRUE,,Except summer; by appointment,3,0,0,Under 18s & over 65s free,,,EUR,40.42385143,-3.714699097,TRUE,,FALSE,Art Galleries and Museums,Art Galleries and Museums,Museo Cerralbo | Madrid | DK Trip Planner,"Museo Cerralbo’s diverse collection includes paintings, sculptures, tapestries and glassware. Browse DK Trip Planner for more on Museo Cerralbo in Madrid.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palacio de Liria, Parque del Oeste, Plaza de España, Templo de Debod",TRUE,museo_cerralbo_madrid_alamy_da3y01.jpg,Museo Cerralbo’s opulent 19th-century interior,&#169;Alamy Images/Roy LANGSTAFF,DA3Y01,Alamy,Roy LANGSTAFF,"Staircase in the Museo de Cerralbo, Madrid, Spain",,Art Galleries and Museums,
madrid_sight_0445,Museo Chicote,"<p>&ldquo;The best bar in Spain, certainly&rdquo; was Ernest Hemingway&rsquo;s verdict on cocktail bar <strong>Museo Chicote</strong>. It was in the 1950s and 60s, however, that Chicote became really famous, thanks to visiting Hollywood celebrities such as Frank Sinatra and Orson Welles.&nbsp;The bar is at its best in the late evening.</p>",TT_MADRID064BARS_005,Gran Vía 12,Madrid,28013,Downtown Madrid,,Spain,,91 532 67 37,,,,,,,,,www.museo-chicote.com,,,,,,,,"Gran Vía, Sevilla",,Sep–Jul: Mon–Sat,Aug,Sun,,,,,,,,,,,,,"For a three course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : €25–€35",EUR,40.419483,-3.698912,TRUE,,FALSE,Cafés and Bars,Cafés and Bars,Museo Chicote | Madrid | DK Trip Planner,"One of the best bars in Madrid, Museo Chicote was a regular haunt of Ernest Hemingway. Browse DK Trip Planner for more on Museo Chicote bar in Madrid.",,,,Bars |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,museo_chicote_madrid_dk_al578859.jpg,Museo Chicote,&#169;dkimages,AL578859,dk,,,,Cafés and Bars,
madrid_sight_0447,Museo de América,"<p>A unique collection of artifacts relating to Spain&rsquo;s colonization of the Americas is housed in the fine <strong>Museo de Am&eacute;rica</strong>. Many of the exhibits, which range from prehistoric to more recent times, were brought to Europe by the early explorers of the New World.</p><p>The exhibition is organized in five themed areas: how America was perceived in Europe from the Age of the Discoveries to the 18th century; the reality; the evolution of the native societies; religion; and communication between the nations. For many visitors, the highlight of the museum is the rare <em>Mayan C&oacute;dice Tro-cortesiano</em> (AD 1250&ndash;1500) from Mexico. This is a type of parchment illustrated with hieroglyphics of scenes from everyday life. Also worth seeing are the Treasure of the Quimbayas, a collection of pre-Columbian gold and silver objects from around AD 500&ndash;1000, and the collection of contemporary folk art from some of Spain&rsquo;s former American colonies.&nbsp;</p>",TT_MADRID044MUSGAL_004,Avenida de los Reyes Católicos 6,Madrid,28040,Further Afield,,Spain,,91 549 26 41,,,,,,,,,museodeamerica.mcu.es,,,,,,,,Moncloa,,"9:30am–3pm Tue–Sat (9am–7pm Thu), 10am–3pm Sun & public hols",,"Mon, 1 & 6 Jan, 1 May, 24–25 & 31 Dec",TRUE,,,TRUE,TRUE,,By appointment,3,1.5,0,Under 18s & over 65s free,,,EUR,40.438328,-3.721986,TRUE,,TRUE,Art Galleries and Museums,Art Galleries and Museums,Museo de América | Madrid | DK Trip Planner,A collection of artifacts relating to Spain’s colonization of the Americas is shown at Museo de América. Browse DK Trip Planner for more on Museo de América.,,,,Madrid’s Highlights | Museums and Galleries |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,museo_am_rica_madrid_alamy_b9gfwt.jpg,Museo de América,&#169;Alamy Images/Reinhard Kliem,B9GFWT,Alamy,Reinhard Kliem,"Spain, Madrid, museum for American history,",,Art Galleries and Museums,
madrid_sight_0452,Museo de Cera,"<p>Madrid&rsquo;s Wax Museum, <strong>Museo de Cera</strong>&nbsp;houses some 450 wax dummies of well known Spanish and international figures, mostly set in scenes.</p><p>A wax likeness of Miguel de Cervantes, author of Don Quixote, sits at his desk writing, with windmills behind him. Another scene imitates Goya&rsquo;s famous painting, <em>The 3rd of May</em>, depicting French reprisals for the rebellions of 2 May 1808 in Madrid. Also shown is Christopher Columbus&rsquo; return from the New World. Other scenes show navigators and scientists, the <em>Last Supper</em> and the history of the Spanish colonies.</p><p>More recent figures include cowboys from the Wild West, pop stars, Hollywood actors, athletes and the Pope. There is also a caf&eacute; scene where visitors to the museum are encouraged to try to identify Spanish intellectuals, past and present. Those with children should bear in mind that some of the scenes are quite ghoulish. Particularly gruesome is a bullfighting scene with a horn piercing a matador&rsquo;s eye.</p><p>Upstairs is Multivision, a cinema where 27 projectors are used simultaneously to show a 30-minute history of Spain.</p>",EWTG_MADRID100MUSDE,Paseo de Recoletos 41,Madrid,28004,Salamanca and Recoletos,,Spain,,91 319 93 30,,,,,,,,,museoceramadrid.com,,,,,,,,Colón,,"10am–2:30pm & 4:30–8:30pm Mon–Fri, 10am–8:30pm Sat–Sun & public hols",,,TRUE,,,,,,,17,12,12,Children & over 60s €12,,Admission charge,EUR,40.424774,-3.691277,TRUE,,FALSE,FALSE,Art Galleries and Museums,,,,,,Around la Castellana |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Museo Arqueológico Nacional, Plaza de Colón",FALSE,museo_cera_madrid_alamy_c9ga3f.jpg,Waxworks on display in Museo de Cera,&#169;Alamy Images/EPA,C9GA3F,Alamy,EPA,"epa03038500 The wax figures of (L-R) Spanish royals Crown Prince Felipe and his wife Princess Letizia, Princess Cristina, King Juan Carlos I, Queen Sofia and Princess Elena at the Royals hall of the ’Museo de Cera’ (Wax Museum) in Madrid, Spain, 19 December 2011. The waxwork of husband of Princess C",,Art Galleries and Museums,
madrid_sight_0453,Museo de Ciencias Naturales,"<p>This&nbsp;<strong>Museo de Ciencias Naturales</strong>, built in 1887, contains 16,400 minerals, 220 meteorites, 30,000 birds and mammals and many more items in its archives.</p><p>The entrance leads to the Biodiversity section. This is an ecological display of numerous examples of wildlife, from exotic birds to rare animals, insects and butterflies. Lions, tigers and deer stare out from the walls, while the shelves are heavy with bottled lizards, fish and snakes. An interactive computer display room provides valuable insight into the sounds and habitats of animals and birds.</p><p>In another part of the exhibition is information on the Atapuerca site near Burgos, north of Madrid, where Europe&rsquo;s earliest human remains (some 780,000 years old) were discovered in 1997. There is also a huge African elephant. Shot by the Duke of Alba in the Sudan in 1916, the elephant&rsquo;s skin was sent back to Spain and reassembled.</p><p>The museum also houses displays on the origins of the earth and of life. The star of the show is the 1.8-million-year-old skeleton of Megatherium americanum, a bear-like creature from the late Cenozoic period found in Argentina in 1788. Nearby is a Glyptodon (giant armadillo), also from Argentina, and a life-size reproduction of a Diplodocus dinosaur skeleton found in the United States.</p><p>The Industrial Engineers&rsquo; School is also housed in the museum building and behind are the headquarters of Spain&rsquo;s state scientific institute, CSIC. Opposite the entrances is a pleasant terrace bar which looks out over a small park with a fountain and a statue of Isabel I.</p>",EWTG_MADRID111MUSDE,Calle José Gutierrez Abascal 2,Madrid,28006,Further Afield,,Spain,,91 411 13 28,,,,,,,,,www.mncn.csic.es/,,,,,,,,Gregorio Marañón,,"10am–5pm Tue–Fri, Sun & public hols, 10am–8pm Sat, 10am–3pm Sat (Jul & Aug only)",,"Mon (non-public hols), 1 & 6 Jan, 1 May, 25 Dec",TRUE,,,,TRUE,,,6,4,0,Under 4s & over 65s free,,Admission charge,EUR,40.440587,-3.689659,TRUE,,FALSE,FALSE,Art Galleries and Museums,,,,,,Further Afield |,,Marie Skłodowska Curie: a Pole in Paris,Tickets €3.00–6.00,Art Shows and Exhibitions,"<p>Marie Skłodowska Curie: a Pole in Paris is a special exhibition to celebrate the centenary of the discovery of radiation, with a look at Marie Curie&rsquo;s life and work.</p>",91 411 13 28,www.mncn.csic.es/Menu/Exposiciones/Temporales_expotemporales-Marie_Curie_2014_ES/seccion=1183&idioma=es_ES&id=2014030516470001&activo=11.do,5th March 2014,7th September 2014,,Nature Illustrated,Tickets €3.00–6.00,Art Shows and Exhibitions,"<p>Nature Illustrated brings together around a hundred drawings from the collection of 18th-century Dutch naturalist and illustrator Johannes Le Francq van Berkhey. The exhibition contains much of his own work, along with that of other nature artists from the 16th- to 18th-centuries.</p>",91 411 13 28,www.mncn.csic.es/Menu/Exposiciones/Temporales_expotemporales-Naturaleza_2014_es_ES/seccion=1183&idioma=es_ES&id=2014042912440001&activo=11.do,29th April 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estadio Santiago Bernabéu,FALSE,,,,,,,,,Art Galleries and Museums,
madrid_sight_0455,Museo de Historia,"<p>Once a poorhouse, the <strong>Museo de Historia</strong>&nbsp;traces the history of Madrid from the earliest times to the present day. Prize exhibits include mosaic fragments from a local Roman villa, pottery from the time of the Muslim occupation, a bust of Felipe II, and Goya&rsquo;s <em>Allegory of the City of Madrid</em> (Dos de Mayo). The star attraction is a wooden model of the city constructed in 1830 by Le&oacute;n Gil de Palacio. As you leave, take a look at the elaborate Baroque portal, dating from the 1720s.</p>","EWTG_MADRID030MADBES_010, TT_MADRID114CHUMAL_003_R13",Calle de Fuencarral 78,Madrid,28004,Chueca and Malasaña,,Spain,,91 701 18 63,,,,,,,,,www.madrid.es/museodehistoria,,,,,,,,Tribunal,,9:30am–8pm Tue–Sun & public hols,,"Mon, 1 Jan, 1 May, 25 Dec",TRUE,,,,,,,,,,,,,EUR,40.42581,-3.700518,TRUE,,FALSE,FALSE,Art Galleries and Museums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museo del Romanticismo,FALSE,museo_historia_madrid_alamy_e19cdm.jpg,Museo de Historia’s elaborate Baroque exterior,&#169;Alamy Images/Alex Segre,E19CDM,Alamy,Alex Segre,"Ornate Churrigueresque Baroque entrance to the Museo de Historia, formerly the Royal Hospice of San Fernando, Madrid, Spain",,Art Galleries and Museums,
madrid_sight_0457,Museo de los Origenes (Casa de San Isidro),"<p>The <strong>Museo de los Origenes (Casa de San Isidro)</strong>&nbsp;is housed in an attractive 16th-century palace which once belonged to the Counts of Paredes.</p><p>The original Renaissance courtyard is best viewed from the first floor where archaeological finds from the Madrid region are exhibited, including a Roman mosaic floor from the 4th century. Downstairs, the highlights include wooden models of the city and its royal palaces as they would have appeared in the 17th century, a short film bringing to life Francisco Ricci&rsquo;s painting of the 1680 <em>auto-de-f&eacute;</em> and the San Isidro chapel built near the spot where the saint is said to have died.</p>",TT_MADRID102OLDMAD_004,Plaza de S Andrés 2,Madrid,28005,Old Madrid,,Spain,,91 366 74 15,,,,,,,,,www.madrid.es/museosanisidro,,,,,,,,La Latina,,9:30am–8pm Tue–Sun & public hols (9am–2:30pm Aug),,"Mon, 1 Jan, 1 May, 25 Dec",TRUE,"No access to San Isidro’s well, patio & chapel",,,,,,,,,,,Free |,EUR,40.4121088,-3.7110451,TRUE,,FALSE,FALSE,"Art Galleries and Museums, Historic Sights and Landmarks",,,,,,Old Madrid | Sights | Attraction |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plaza de la Paja,FALSE, ,,,,,,,,"Art Galleries and Museums, Historic Sights and Landmarks",
madrid_sight_0458,Museo del Ferrocarril,"<p>Built in 1880, Madrid&rsquo;s first proper railway terminus, Delicias, remained in use until 1971 before reopening as the <strong>Museo del Ferrocarril</strong>&nbsp;in 1984. The majority of exhibits, in the form of trains, are located in the main terminus on tracks next to the original platforms.</p><p>There are more than 30 locomotives in this railway museum &ndash; steam, diesel and electric &ndash; as well as rolling stock. Explanatory plaques give details and describe the routes of the locomotives. You can explore some of the carriages, including a 1930s dining car that now serves as the site&rsquo;s cafeteria.</p><p>The 1928 wooden-sided carriage, the ZZ-307 Coche Salon, was the most luxurious the West Railway Company had to offer. Peering through the windows, you can still see an elegantly laid table in the dining room, the sleeping compartments and a tiny galley.</p><p>One of the popular sights on show is the <em>Mikado</em>, a steam locomotive built in 1960, which has been cut away to reveal the mysteries of steam propulsion. This engine was in service until 1975, when the use of regular steam-hauled services came to an end in Spain. To one side of the station are four halls housing model train layouts, scale models of train stations and railway memorabilia, such as signals, lights, telegraphs and photographs.</p>",EWTG_MADRID114MUSDEL,Paseo de las Delicias 61,Madrid,28045,Further Afield,,Spain,,90 222 88 22,,,,,,,,,museodelferrocarril.org,,,,,,,,Delicias,,"9:30am–3pm Tue–Fri, 10am–8pm Sat, 10am–3pm Sun",,"Mon, 1 & 6 Jan, 1 May, 16–31 Aug, 25 Dec",TRUE,,TRUE,TRUE,TRUE,,Groups only: €3.60,6,4,0,"Under 4s free; over 65s, under 12s & students €2.50 Sun",,Admission charge,EUR,40.398682,-3.691472,TRUE,,FALSE,FALSE,Art Galleries and Museums,,,,,,Further Afield |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Fábrica de Tapices,FALSE,museo_del_ferrocarril_madrid.jpg,The Mikado on display at Museo del Ferrocarril,&#169;Museo del Ferrocarril/Federico Pérez,,,Federico Pérez,,,Art Galleries and Museums,
madrid_sight_0459,Museo del Prado,"<p>The <strong>Museo del Prado</strong> contains the world&rsquo;s greatest assembly of Spanish painting &ndash; especially works by Vel&aacute;zquez and Goya &ndash; ranging from the 12th to 19th centuries.&nbsp;</p><p>At the museum&rsquo;s core is the fabulous Royal Collection of mainly 16th- and 17th-century paintings, transferred from palaces around Madrid. The Prado&rsquo;s strongest suit is Spanish painting, the pick of the artists including Goya with 114 paintings on display and Vel&aacute;zquez with 50. Highlights of the Italian collection include masterpieces by Fra Angelico, Raphael, Botticelli, Titian and Tintoretto. The Prado owns over 90 works by Rubens and canvases by other leading Flemish and Dutch artists. </p><p>The Neo-Classical building was designed in 1785 by Juan de Villanueva on the orders of Carlos III, and it opened as a museum in 1819. The Spanish architect Rafael Moneo has constructed a new building, over the adjacent church&rsquo;s cloister, where the temporary exhibitions are located.&nbsp;The Cas&oacute;n del Buen Retiro, the museum&rsquo;s library, can be visited on Sundays for guided tours.</p>","EWTG_MADRID030MADBES_005, TT_MADRID006MADHIG_002, TT_MADRID012-017MUSDEL, TT_MADRID044MUSGAL_001, TT_MADRID072AROPAS_001, EWTG_MADRID084EXPPRA, EWTG_MADRID082MUSDEL_005, EWTG_MADRID082MUSDEL_003, EWTG_MADRID082MUSDEL_004, TT_MADRID032PARDEL_021",Paseo del Prado,Madrid,28014,The Paseo del Prado,,Spain,,91 330 28 00,,,,,,,,,www.museodelprado.es,,,,,,,,"Atocha, Banco de España",,"10am–8pm Mon–Sat, 10am–7pm Sun & public hols (10am–2pm 6 Jan, 24 & 31 Dec)",,"1 Jan, 1 May, 25 Dec",TRUE,,TRUE,TRUE,TRUE,,,14,7,0,Under 18s & students free,,,EUR,40.4137764,-3.6923719,TRUE,,TRUE,Art Galleries and Museums,"Art Galleries and Museums, Historic Sights and Landmarks",Museo del Prado | Madrid | DK Trip Planner,"Museo del Prado contains the world’s greatest assembly of Spanish painting. Browse DK for the best museums in Madrid,  and for more on Museo del Prado.",,,,,,El Greco and Modern Painting ,Tickets €7.00–14.00,Art Shows and Exhibitions,"<p>El Greco and Modern Painting is an exploration of the great master&rsquo;s influence on later artists, from Picasso to C&eacute;zanne, and how he was indirectly responsible for the emergence of Cubism.</p>",91 330 28 00,www.museodelprado.es/en/exhibitions/exhibitions/at-the-museum/el-greco-y-la-pintura-moderna/exhibition/,24th June 2014,5th October 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iglesia de San Jerónimo el Real, CaixaForum, Hotel Ritz, Ministerio de Agricultura, Museo Nacional Centro de Arte Reina Sofía, Museo Thyssen-Bornemisza, Parque del Retiro, Plaza de la Lealtad, Observatorio Astronómico",TRUE,museo_del_prado_madrid_dk_al578694.jpg,"Museo del Prado, constructed during the reign of Carlos III",&#169;dkimages,AL578694,dk,,,,"Art Galleries and Museums, Historic Sights and Landmarks",
madrid_sight_0468,Museo del Romanticismo,"<p>The evocative <strong>Museo del Romanticismo</strong>&nbsp;recreates the Madrid of the Romantic era (c.1820&ndash;60), with rooms furnished in the style of the period.</p><p>The real attraction lies in the ephemera: fans, figurines, dolls, old photograph albums, cigar cases, visiting cards and the like. Among the paintings is a magnificent Goya in the chapel and a portrait of the Marqu&eacute;s de Vega-Incl&aacute;n, whose personal possessions form the basis of the collection. By common consent, the archetypal Spanish Romantic was Mariano Jos&eacute; de Larra, a journalist with a caustic pen, who shot himself in 1837 after his lover ran off with another man. The pistol is one of the museum&rsquo;s prized exhibits.</p>",TT_MADRID114CHUMAL_002_R13,Calle de S Mateo 13,Madrid,28004,Chueca and Malasaña,,Spain,,91 448 10 45,,,,,,,,,museoromanticismo.mcu.es,,,,,,,,Alonso Martínez,,"9:30am–8:30pm Tue–Sat (Nov–Apr: 9:30am–6:30pm), 10am–3pm Sun & public hols",,"Mon, 1 & 6 Jan, 1 May, 24, 25 & 31 Dec |",TRUE,,TRUE,TRUE,TRUE,,,3,1.5,0,"Under 18s & over 65s free; free general entry Sat from 2pm; free 18 Apr, 18 May, 12 Oct, 6 Dec",,Adm (free Sat after 2pm) |,EUR,40.425783,-3.698807,TRUE,,FALSE,FALSE,Art Galleries and Museums,,,,,,Chueca and Malasaña | Sights | Attraction |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museo de História,FALSE, ,,,,,,,,Art Galleries and Museums,
