poiID,type,poiName,overview,xmlID,street,town,postcode,area,county,country,telephoneDetail2,telephone,telephoneTitle1,telephone1,telephoneDetail1,telephoneTitle2,telephone2,telephoneTitle3,telephone3,telephoneDetail3,url,train ,tube,tram,bus,openingTimes,monthsClosed,daysClosed,wheelchairAccess,wheelchairAccessText,foodAndDrink,Shop,guidedTours,audioTours,toursText,Price - to be deleted once entered,adult,concessions,child,childText,currency,lat,long,indoor,timeInMins,unmissable,topChoice,theme,taxonomy - to be deleted later,cuisine,priceCat,additional_info,Image Required,SEO file name,caption,credit,number,source,photographer,agency description,info,imageName
rome_sight_0106,catalogue,Cannavota,<p><strong>Cannavota</strong> is a traditional neighbourhood restaurant. Try the delicious <em>risotto alla pescatora</em> (seafood risotto).</p>,TT_ROME131PLAEAT_003_R13,Piazza San Giovanni in Laterano 20,Rome,00184,Ancient Rome,,Italy,,06 7720 5007,,,,,,,,,www.cannavota.it/hostariacannavot,,San Giovanni and Manzoni,Porta San Giovanni- Carlo Felice,"16, 85, 87, 186, 571",Daily,,,TRUE,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : €30–40",,,,,EUR,41.887686,12.506291,TRUE,,FALSE,,Food and Drink,The Esquiline and Lateran | Places to Eat | Restaurant |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_0107,,Canova-Tadolini Museum Atelier,<p>Dine amid dozens of artworks in the studio of the legendary 18th-century sculptor at the <strong>Canova-Tadolini Museum Atelier</strong>.</p>,,Via del Babuino 150a,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,06 3211 0702,,,,,,,,,www.canovatadolini.com,Flaminio,Spagna,Flaminio,"117, 119",Daily,,,,,,,,,,,,,,,EUR,41.907781,12.479626,TRUE,,FALSE,,Food and Drink,,Traditional Roman,£££,,FALSE,,,,,,,,,#VALUE!
rome_sight_0108,,Capitoline Hill,"<p>One of the seven hills of Rome, the <strong>Capitoline Hill</strong> was first the fortified centre of ancient Rome and later home to its most important temples.</p><p>The Capitoline was originally two peaks: one, called the Arx, graced by the Temple of Juno, and the other, the Cavo, with the Temple of Jupiter, now mostly occupied by the Palazzo dei Conservatori . The huge Tabularium (Record Office) was built between them in 78 BC, thus forming one hill, called the Capitol; and over that the Palazzo Senatorio was built in the 12th century.</p><p>The broad flight of steps leading up the Capitoline Hill was designed by Michelangelo, as was the Piazza del Campidoglio at its head. At the centre of the piazza is a gilded bronze statue of Marcus Aurelius, the original of which is in the Capitoline Museums. Legend has it that when the last gold leaf flakes off the statue, the world will end.</p>","TT_ROME098CAMDE_002_R12, EWFG_ROME080CAPHIL",,Rome,00186,Ancient Rome,,Italy,,06 6976 3839,,,,,,,,,,,Colosseo,,"44, 46, 62, 63, 64, 70, 80, 81, 84, 85, 87, 95, 160, 170, 175, 186, 204, 492, 628, 640, 715, 716, 780, 781, 810 & 850",Santa Maria in Aracoeli: Summer: 9am–6:30pm daily; Winter: 9am–5:30pm daily,,,TRUE,,,,,,,Santa Maria in Aracoeli: free |,0,0,0,,EUR,41.8937,12.483512,FALSE,,FALSE,,Historic Sights and Landmarks,,,,,TRUE,capitoline_hill_rome_dk_AL219208,Piazza del Campidoglio and equestrian statue of Marcus Aurelius at top of Capitoline Hill,&#169;dkimages,AL219208,,,,,capitoline_hill_rome_dk_AL21
rome_sight_0109,major_sight,Capitoline Museums,,EWFG_ROME082CAPMUS,Piazza del Campidoglio 1,Rome,00186,Ancient Rome,,Italy,,06 0608,,,,,,,,,en.museicapitolini.org,,Colosseo,,"44, 46, 62, 63, 64, 70, 80, 81, 84, 85, 87, 95, 160, 170, 175, 186, 204, 492, 628, 640, 715, 716, 780, 781, 810, 850",9am–8pm Tue–Sun (last adm: 7pm),,"Mon, 25 Dec, 1 Jan, 1 May",TRUE,from the Portico of Vignola: on Via del Tempio di Giove a ramp leads to the first floor of Palazzo dei Conservatori; lifts,TRUE,TRUE,TRUE,TRUE,Audioguides €6 (Italian and English),Tickets are valid for the whole complex. Note that the main entrance is through Palazzo dei Conservatori.,15,13,13,"Free for all children under 6; concessions to EU citizens 6–25 and over 65; Ticket valid for Capitoline Museums, Centrale Montemartini and Exhibitions, valid 7 days; full: €13, reduced: €11 for ticket to Capitoline Museums and Exhibition, valid 1 day",EUR,41.893309,12.483149,TRUE,,TRUE,Art Galleries and Museums,Art Galleries and Museums,Ancient Rome |,,,"Skipping the queue Long queues tend to form only when large tour groups arrive. The quietest times to visit the museums are early morning and lunchtime. Buy tickets in advance from 060608. Alternatively, buy a Roma Pass. | Age range 5 plus | Allow 2–3 hrs |",TRUE,capitoline_museums_rome_dk_AL586800,"Hall of the Philosophers, Capitoline Museums",&#169;dkimages,AL586800,,,,,capitoline_museums_rome_dk_AL58
rome_sight_0114,major_sight,Capitoline Museums: Palazzo dei Conservatori,"The Palazzo dei Conservatori was the seat of the city’s magistrates during the late Middle Ages. Its frescoed halls are still used occasionally for political meetings and the ground floor houses the municipal register office. The palazzo was built by Giacomo della Porta who carried out Michelangelo’s designs for the Piazza del Campidoglio in the mid-16th century. While much of the palazzo is given over to sculpture, the art galleries on the second floor hold works by Veronese, Guercino, Tintoretto, Rubens, Caravaggio, Van Dyck and Titian. |",EWTG_ROME072CAPPAL,Piazza del Campidoglio 1,Rome,00186,Ancient Rome,,Italy,,06 0608,,,,,,,,,en.museicapitolini.org,,Colosseo,,"44, 46, 62, 63, 64, 70, 80, 81, 84, 85, 87, 95, 160, 170, 175, 186, 204, 492, 628, 640, 715, 716, 780, 781, 810, 850",9am–8pm Tue–Sun (last adm: 7pm),,,TRUE,,TRUE,TRUE,TRUE,TRUE,,Tickets are valid for the whole complex. Note that the main entrance is through Palazzo dei Conservatori.,13,11,11,Free for all children under 6; concessions to EU citizens 6–25 and over 65,EUR,,,,,FALSE,,Art Galleries and Museums,CAPITOL |,,,xref: Capitoline Museums: Palazzo Nuovo |,TRUE,capitoline_museums_palazzo_dei_conservatori_rome_dk_AL586838,"Head of a statue of Constantine I, Palazzo dei Conservatori",&#169;dkimages,AL586838,,,,,capitoline_museums_palazzo_dei_conservatori_rome_dk_AL58
rome_sight_0115,major_sight,Capitoline Museums: Palazzo Nuovo,"A collection of Classical statues has been kept on the Capitoline hill since the Renaissance. The first group of bronze sculptures was given to the city by Pope Sixtus IV in 1471 and more additions were made by Pope Pius V in 1566. The Palazzo Nuovo was designed by Michelangelo as part of the renovation of the Piazza del Campidoglio, and after its completion in 1655, a number of the statues were transferred here. In 1734 Pope Clement XII Corsini decreed that the building be turned into the world’s first public museum. |",EWTG_ROME070CAPMUS,Piazza del Campidoglio 1,Rome,00186,Ancient Rome,,Italy,,06 0608,,,,,,,,,en.museicapitolini.org,,Colosseo,,"44, 46, 62, 63, 64, 70, 80, 81, 84, 85, 87, 95, 160, 170, 175, 186, 204, 492, 628, 640, 715, 716, 780, 781, 810, 850",9am–8pm Tue–Sun (last adm: 7pm),,,TRUE,,TRUE,TRUE,TRUE,TRUE,,Tickets are valid for the whole complex. Note that the main entrance is through Palazzo dei Conservatori.,13,11,11,Free for all children under 6; concessions to EU citizens 6–25 and over 65,EUR,,,,,FALSE,,Art Galleries and Museums,CAPITOL |,,,,TRUE,capitoline_museums_palazzo_nuovo_rome_dk_AL591713,"Palazzo Nuovo, Piazza Campidoglio, Capitoline Hill",&#169;dkimages,AL591713,,,,,capitoline_museums_palazzo_nuovo_rome_dk_AL59
rome_sight_0116,,Capricci Siciliani,<p>Drop by <strong>Capricci Siciliani</strong> for elegant Sicilian dining in the heart of the historic centre. Specialities include swordfish medallions and anchovy rolls.</p>,,Via di Panico 83,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 4543 3823,,,,,,,,,www.capriccisiciliani.com,,,,"30, 46, 62, 64, 70, 81, 87, 116T, 130F, 186, 492, 571, 628, 916, 916F",OPENING HOURS,,,,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : €30–40",,,,,EUR,41.899891,12.468082,TRUE,,FALSE,,Food and Drink,,Regional Italian,££,,FALSE,,,,,,,,,#VALUE!
rome_sight_0117,,Convento dei Cappuccini,"<p>Hidden in the catacombs below the church of Santa Maria della Concezione is the <strong>Capuchin Crypt</strong> where the bones of thousands of deceased monks have been used to decorate every conceivable surface in the most ghoulish designs.</p><p>The catacombs belonged to the <strong>Capuchin Order</strong>, whose object was to make people confront the reality of death. They dismantled thousands of skeletons belonging to their departed brothers and used the bones to decorate the walls of the church&rsquo;s labyrinthine underground chapels. Vertebrae are wired together to make sacred crowns, and clothed skeletons lie in niches constructed from pelvic bones that look like layers of sliced mushrooms. At the exit, an inscription in Latin translates as: &ldquo;What you are, we used to be. What we are, you will be.&rdquo;</p><p>The Capuchin Crypt rarely fails to impress, and for adolescents and adults can be a highlight of the trip, although it may be a bit too much for the very young or overly squeamish.&nbsp;</p>","TT_ROME054HIDROM_001_R13, TT_ROME064ROMCHI_003, TT_ROME132QUIVIA_007",Via Veneto 27,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,06 8880 3695,,,,,,,,,www.cappucciniviaveneto.it,,Barberini,,"61, 62, 85, 175, 492, 590, N1. N5, N12",9am–7pm (last adm: 6:30pm),,,,,,,TRUE,TRUE,,,6,4,4,under 18s and over 65s €4,EUR,41.904848,12.488685,TRUE,,FALSE,Family Friendly,"Historic Sights and Landmarks, Family Friendly",,,,,TRUE,capuchin_crypt_rome_getty_200569213_002.jpg,Capuchin Crypt,&#169;Getty Images/Richard Ross,200569213-002,Getty,Richard Ross,,,capuchin_crypt_rome_getty_200569213_002
rome_sight_0118,,Casa Bleve,"<p>Vaulted ceilings and shiny ceramic tiled floors add a sense of occasion to any meal at <strong>Casa Bleve</strong>, a sophisticated wine bar. The ample buffet lunch is particularly recommended.</p>",,Via del Teatro Valle 48,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 686 5970,,,,,,,,,www.casableve.com,,,,"116, 116T",OPENING HOURS,,,,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : €30–40",,,,,EUR,41.89752,12.475115,TRUE,,FALSE,,Food and Drink,,Enoteca,££,,FALSE,,,,,,,,,#VALUE!
rome_sight_0119,catalogue,Casa dei Cavalieri di Rodi,"Since the 12th century the crusading order, the Knights of St John, also known as the Knights of Rhodes (Rodi) or Malta, have had their priorate in this medieval house above the Forum of Augustus. If you are lucky enough to get inside, ask to see the beautiful Cappella di San Giovanni (Chapel of St John). |ADD LOCATED IN ROMAN FORUM TO OVERVIEW",EWTG_ROME090CASDEI,Piazza del Grillo 1,Rome,00184,Ancient Rome,,Italy,,06 0608,,,,,,,,,,,Cavour,,"84, 85, 87, 117, 175, 186, 810, 850","Tue morning & Thu morning (by appointment only, well in advance)",,,,,,,,,,,,,,,EUR,41.894834,12.486507,TRUE,,FALSE,,Historic Sights and Landmarks,"Historic Buildings, Streets and Piazzas | FORUM |",,,,TRUE,casa_dei_cavalieri_di_rodi_rome_dk_AL543515,Casa dei Cavalieri di Rodi,&#169;dkimages,AL543515,,,,,casa_dei_cavalieri_di_rodi_rome_dk_AL54
rome_sight_0121,catalogue,Casa del Jazz,"This villa and its lush gardens were once owned by a Mafia boss. When he was caught, the house and land were confiscated and turned into Rome’s official jazz venue, with concerts, a jazz bookstore, a café and an outdoor stage. Features all types of music that fall under the jazz umbrella.",TT_ROME078PUBBAR_025_R13,Viale di Porta Ardeatina 55,Rome,00154,Ancient Rome,,Italy,,06 704 731,,,,,,,,,www.casajazz.it,Roma Ostiense,Piramide,Piazzale Ostiense,"671, 714",6pm–2am daily,,,,,,,,,,,,,,,EUR,41.873811,12.494575,TRUE,,FALSE,Entertainment and Nightlife,"Entertainment and Nightlife, Cafes and Bars","Pubs, Bars and Music Clubs | Nightlife | Restaurant |",,,,TRUE,casa_del_jazz_rome_dk_AL323668,Musicians performing at Casa del Jazz,&#169;dkimages,AL323668,,,,,casa_del_jazz_rome_dk_AL32
rome_sight_0122,catalogue,Casa della Fornarina,"Not much is known about Raphael’s model and lover, La Fornarina, yet over the centuries she has acquired a name, Margherita, and even a biography. Her father was a Sienese baker (la fornarina means the baker’s girl) and his shop was here in Trastevere near Raphael’s frescoes in the Villa Farnesina (see Villa Farnesina). Margherita earned a reputation as a “fallen woman” and Raphael, wishing to be absolved before dying, turned her away from his deathbed. After his death she took refuge in the convent of Santa Apollonia in Trastevere. She is assumed to have been the model for Raphael’s famous portrait La Donna Velata in the Palazzo Pitti in Florence. |",EWTG_ROME210CASDEL,Via di Santa Dorotea 20,Rome,00153,Trastevere & Janiculum Hill,,Italy,,,,,,,,,,,,,,,"23, 125, 271, 280, N11",,,,,,,,,,,,,,,,EUR,41.891999,12.467873,TRUE,,FALSE,,Historic Sights and Landmarks,"Historic Buildings, Streets and Piazzas | TRASTEVERE |",,,,,,,,,,,,,#VALUE!
rome_sight_0123,,Casa di Goethe,,,Via del Corso 18,Rome,00186,Piazza di Spagna & Trevi Fountain,,Italy,,06 3265 0412,,,,,,,,,www.casadigoethe.it,,Flaminio,,"95, 117, 119, 490, 495, 628, 926",10am–6pm Tue–Sun,,Mon,TRUE,,,TRUE,TRUE,,,,,,,,EUR,41.90902,12.477142,TRUE,,FALSE,,Historic Sights and Landmarks,,,,,TRUE,casa_di_goethe_rome_dk_AL229195,"Casa de Goethe, once home to German poet Johann Wolfgang Von Goethe",&#169;dkimages,AL229195,,,,,casa_di_goethe_rome_dk_AL22
rome_sight_0126,catalogue,Casa di Lorenzo Manilio,"Before the Renaissance, most Romans had only vague ideas of their city’s past, but the 15th-century revival of interest in the philosophy and arts of antiquity inspired some to build houses recalling the splendour of ancient Rome. In 1468 a certain Lorenzo Manilio built a great house for his family, decorating it with an elegant Classical plaque. The Latin inscription dates the building according to the ancient Roman method – 2,221 years after the foundation of the city – and gives the owner’s name. Original reliefs are embedded in the façades as well as a fragment of an ancient sarcophagus. The Piazza Costaguti façade’s windows are inscribed Ave Roma (Hail Rome). |",EWTG_ROME152CASLOR,Via del Portico d’Ottavia 1D,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,,Arenula/cairoli,"46, 62, 63, 64, 70, 87, 186, 780, 810",,,,,,,,,,,,,,,,EUR,41.893265,12.47693,TRUE,,FALSE,,Historic Sights and Landmarks,CAMPO DE’ FIORI |,,,,TRUE,casa_di_lorenzo_manilio_rome_dk_AL545636,Bas-relief at the Casa de Lorenzo Manilio,&#169;dkimages,AL545636,,,,,casa_di_lorenzo_manilio_rome_dk_AL54
rome_sight_0127,catalogue,Caserma dei Vigili della VII Coorte,"Not all Roman ruins are Imperial villas or grand temples; one that illustrates the daily life of a busy city is the barracks of the guards of the VII Coorte (7th Cohort), the Roman fire brigade. It was built in Augustus’s reign, in the 1st century AD, and the excavated courtyard is where the men would rest while waiting for a call out. |",EWTG_ROME211CASDEI,Via della VII Coorte,Rome,00153,Trastevere & Janiculum Hill,,Italy,,06 0608,,,,,,,,,,,,Belli,"H, 23, 280, 780",Closed for restoration work; call for details,,Closed for restoration work; call for details,,,,,,,,,,,,,EUR,41.888826,12.474246,TRUE,,FALSE,,Ancient Ruins,TRASTEVERE |,,,transport - tram: 8. |,,,,,,,,,,#VALUE!
rome_sight_0128,catalogue,Casino dell’Aurora,"The Casino (a stately country residence) was a summer-house on the grounds of the Ludovisi Palace. It was built by Cardinal Ludovisi in the 17th century, and frescoed by Guido Reni. The ceiling fresco creates the impression that the Casino has no roof, but lies open to a cloudy sky, across which horses pull the carriage of Aurora, the goddess of dawn, from the darkness of night towards the light of day. |",EWTG_ROME254CASAUR,Via Lombardia 46,Rome,,,,,,06 8346 7000,,,,,,,,,,,: Barberini. |,,"52, 53, 63, 80, 95, 116, 119. |",By appointment only; phone then email: aurorapallavicini@saita.it,,,,,,,,,,,,,,,EUR,,,,,FALSE,,Historic Sights and Landmarks,VIA VENETO |,,,,,,,,,,,,,#VALUE!
rome_sight_0129,,Castel Sant’Angelo,,,Lungotevere Castello 50,Rome,00186,The Vatican,,Italy,,06 681 9111,,,,,,,,,www.castelsantangelo.com,,Ottaviano,Risorgimento- San Pietro,"23, 34, 40, 62, 271, 280, 982, N11",9am–7:30pm Tue–Sun,,"Mon, 25 Dec, 1 Jan",TRUE,Partial; only up to the second level,TRUE,TRUE,TRUE,TRUE,,,10.50,7,0,"€7 for EU 18–25; free for EU under 18s, students and over 65s",EUR,41.902996,12.466711,TRUE,,TRUE,Historic Sights and Landmarks,"Historic Sights and Landmarks, Art Galleries and Museums",,,,,TRUE,castel_sant_angelo_rome_dk_AL589074,"Castel Sant’Angelo (AD 139), now a museum",&#169;dkimages,AL589074,,,,,castel_sant_angelo_rome_dk_AL58
rome_sight_0132,catalogue,Castor and Pollux,"Castor and Pollux – the patrons of horsemanship – and their prancing horses stand in splendour in the Piazza del Quirinale. Over 5.5 m (18 ft) high, these statues are huge Roman copies of 5th-century BC Greek originals. They once stood at the entrance to the nearby Baths of Constantine. Pope Sixtus V had them restored and placed here in 1588. Formerly known as the “horse tamers”, they gave the square its familiar name of Monte Cavallo (horse hill). The obelisk which stands between them was brought here in 1786 from the Mausoleum of Augustus. In 1818 the composition was completed by the addition of a massive granite basin, once a cattle trough in the Forum. |",EWTG_ROME158CASPOL,Piazza del Quirinale,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,,,,,,,,,,,,Repubblica and Cavour,,"H, 40, 64, 70, 170 and many routes along Via del Tritone. |",,,,,,,,,,,,0,0,0,,EUR,41.8994300666667,12.4869145666667,FALSE,,FALSE,,Fountains and Obelisks,Monuments and Tombs | QUIRINAL |,,,,TRUE,castor_and_pollux_rome_dk_AL591372,Castor and Pollux in Piazza del Quirinale,&#169;dkimages,AL591372,,,,,castor_and_pollux_rome_dk_AL59
rome_sight_0133,catalogue,Castroni,"The gastronomic temple of Rome since 1932, this shop is piled high with packaged and prepared speciality foods from countries the world over, such as Japan, Greece, India, China and the Middle East.",TT_ROME143LOCFAV_003,Via Cola di Rienzo 196,Rome,00192,The Vatican,,Italy,,06 687 4383,,,,,,,,,www.castroni.it,,Lepanto and Ottaviano,Risorgimento- San Pietro,81,8am–8pm Mon–Sat,,Sun,,,,,,,,,,,,,EUR,41.9074226395686,12.4630717802619,TRUE,,FALSE,,Shopping,Trastevere and Prati | Locals’ Favourite Shops | Shopping |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_0134,catalogue,Catacombs,"The burial tunnels of Rome’s early Christians are like a honeycomb beneath the consular roads out of Rome, especially along Via Appia Antica. Grave niches stacked like shelving along dark corridors are carved into the tufa. The soft volcanic rock under Rome is highly suitable for tunnelling, as it is softer when first exposed to air, hardening afterwards. There are some precious remnants of fresco and engraved marble slabs (see Underground Attraction ).",TT_ROME150BEYCIT_005_R11_079,,Rome,,,,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,,,FALSE,,Historic Sights and Landmarks,Beyond the City Walls | Attraction |,,,,TRUE,catacombs_rome_dk_AL229837,Catacombs,&#169;dkimages,AL229837,,,,,catacombs_rome_dk_AL22
rome_sight_0135,catalogue,Catacombs of Domitilla,,,Via delle Sette Chiese 282,Rome,00147,Beyond the Centre,,Italy,,06 511 0342,,,,,,,,,www.domitilla.info,,,,"218, 716","Feb–Dec: 9am–noon & 2–5pm Wed–Mon (till 5:30pm in summer), closed Jan",Jan,Tue,,,,,TRUE,,,,8,8,5,€5 for children aged 6–15,EUR,41.8588216363466,12.5062555074691,TRUE,,FALSE,,Historic Sights and Landmarks,,,,,TRUE,catacombs_of_domitilla_rome_getty_157408487,"Cubicle of Orpheus with frescoes and painted walls, Catacombs of Domitilla",&#169;Getty Images/De Agostini,157408487,Getty,De Agostini,,,catacombs_of_domitilla_rome_getty_15740
rome_sight_0138,catalogue,Catacombs of Priscilla,"The 1st-century AD Catacombs of Priscilla extend for 15 km (9 miles) in tunnels on three different levels below the country estate of an aristocratic Roman woman, Priscilla. Rarely visited, the catacombs are run by Benedictine Sisters and hold the tombs of around 40,000 Christians. | Take a guided tour to see several frescoed tombs belonging to wealthy families, contrasting with the simple burial places of the poor, which are simply sealed with a slab of stone or terracotta. The guide will point out lucernari – light shafts, which also allowed workers to climb in and take excavated soil and stone out – and little niches in which perfumed oil was burned to mask the smell of decaying corpses. These catacombs contain the oldest known image of the Madonna and Child, a fresco thought to date back to the late 1st or early 2nd century AD. Although the tombs were heavily plundered after their rediscovery in the 16th century, they are known as the “queen of catacombs” for the number of early Christian martyrs that were buried here. |",EWFG_ROME225CATPRI,Via Salaria 430,Rome,00199,Beyond the Centre,,Italy,,06 8620 6272,,,,,,,,,www.catacombepriscilla.com,,,,"63 from Piazza Venezia; 86, 92 & 310 from Stazione Termini to Piazza Acilia","8:30am–noon, 2:30–5pm Tue–Sun",,Mon,,,FALSE,TRUE,TRUE,,,€26–36; under 6s free |,,,,under 6s free,EUR,41.930152,12.508765,TRUE,,FALSE,,Historic Sights and Landmarks,Beyond the Centre | The Best of Rome - Green Rome | Rome through the Year - July | Parks and Playgrounds - Further afield | Underground Rome - Churches and catacombs |,,,Age range 8 plus | Allow 45 mins |,TRUE,catacombs_of_priscilla_rome_getty_171829358,"Cryptoporticus, Catacombs of Priscilla",&#169;Getty Images/De Agostini,171829358,Getty,De Agostini,,,catacombs_of_priscilla_rome_getty_17182
rome_sight_0139,catalogue,Catacombs of San Callisto,"In burying their dead in underground cemeteries outside the city walls, the early Christians were obeying the laws of the time: it was not because of persecution. So many saints were buried that the catacombs became shrines and places of pilgrimage. The vast Catacombs of San Callisto are on four different levels and only partly explored. The rooms and connecting passageways are hewn out of volcanic tufa. The dead were placed in niches, known as loculi, which held two or three bodies. The most important rooms were decorated with stucco and frescoes. The area that can be visited includes the Crypt of the Popes, where many of the early popes were buried, and the Crypt of Santa Cecilia, where the saint’s body was discovered in 820 before being moved to her church in Trastevere (see Sant’Egidio and Museo di Roma in Trastevere). |",EWTG_ROME265CATSAN,Via Appia Antica 126,Rome,00179,Beyond the Centre,,Italy,,06 513 0151,,,,,,,,,www.catacombe.roma.it,,,,"118, 218","9am–noon, 2–5pm Thu–Tue ",,"Wed, 1 Jan, 30 Jan–26 Feb, Easter Sun, 25 Dec",,,TRUE,TRUE,TRUE,,,,8,,5,€5 7–15; free for under 6s and disabled; no student or over 65 discount.,EUR,41.859621,12.512802,TRUE,,FALSE,,Historic Sights and Landmarks,FURTHER AFIELD |,,,church_services | no_photography |,TRUE,catacombs_of_san_callisto_rome_alamy_bcd5r9,Catacombs of San Callisto Via Appia Antica,&#169;Alamy Images/Glyn Thomas Photography,BCD5R9,Alamy,Glyn Thomas Photography,,,catacombs_of_san_callisto_rome_alamy_bc
rome_sight_0140,catalogue,Catacombs of San Sebastiano,"The 17th-century church of San Sebastiano, above the catacombs, occupies the site of a basilica. Preserved at the entrance to the catacombs is the triclia, a building that once stood above ground and was used by mourners for taking funeral refreshments. Its walls are covered with graffiti invoking St Peter and St Paul, whose remains may have been moved here during one of the periods of persecution. |",EWTG_ROME265CATSA1,Via Appia Antica 136,Rome,00179,Beyond the Centre,,Italy,,06 785 0350,,,,,,,,,www.catacombe.org,,,,"118, 218",10am–5pm Mon–Sat,,"Sun, 26 Nov–25 Dec, 1 Jan",,,,TRUE,TRUE,,,,8,5,5,€5 6–15; Free for under 6s and disabled people ,EUR,41.85569,12.516407,TRUE,,FALSE,,Historic Sights and Landmarks,FURTHER AFIELD |,,,church_services |,TRUE,catacombs_of_san_sebastiano_rome_dk_AL588728,Catacombs of San Sebastiano,&#169;dkimages,AL588728,,,,,catacombs_of_san_sebastiano_rome_dk_AL58
rome_sight_0145,catalogue,Celian Hill,"Largely undeveloped save for a vast military hospital and a handful of churches, the Celian Hill rises, green and tranquil, across the road from the Palatine Hill. Although it was heavily populated in the latter years of the Empire, the hill was almost abandoned after the Goths sabotaged the aqueducts in AD 530, thereby cutting off its water supply. Jagged fragments of the aqueducts can be seen today. | In the late 19th century, the remains of shops and two Roman houses were discovered under the Church of SS Giovanni e Paolo. The Case Romane del Celio, as they are known, with their beautifully restored frescoes including one showing girls feeding peacocks, ducks and geese, and walls painted to resemble precious marble, are well worth a visit. A small collection of everyday house-hold objects is displayed here: a teaspoon, sewing needles made of bone and a bronze buckle. | Above the church of SS Giovanni e Paolo is the pine-shaded park of Villa Celimontana, the loveliest in central Rome, and a perfect destination for a picnic and games after seeing sights such as the Palatine Hill, Colosseum or San Clemente. The park has a playground with swings, rope-climbing frames, climbing arcs and see-saws, pony rides and a small roller-skating and cycling rink. It also hosts a jazz festival in summer. | Children prone to nightmares should probably not be taken to Santo Stefano Rotondo, whose walls are decorated with gruesome scenes of ghoulish martyrdoms. Opt instead for Santa Maria in Domnica, which has a gorgeous mosaic in the apse. It shows the Madonna surrounded by the Apostles, with Christ depicted as a miniature boy, rather than a baby, sitting on her lap. |",EWFG_ROME072CELHIL,Case Romane del Celio: Clivo di Scauro; Villa Celimontana: Piazza della Navicella; Santo Stefano Rotondo: Via di Santo Stefano Rotondo 7; Santa Maria in Domnica: Piazza della Navicella,Rome,00184,Ancient Rome,,Italy,,06 7045 4544,,,,,,,,,www.caseromane.it www.santo-stefano-rotondo.it www.santamariaindomnica.it,,Circo Massimo,Aventino- Circo Massimo,"80, 81, 85, 87, 117, 122, 160, 160F, 175, 628, C3",<p><strong>Case Romane del Celio</strong>: 10am–1pm & 3–8pm Thu–Mon</p><p><strong>Villa Celimontana</strong>: 7am–sunset daily</p><p><strong>Santo Stefano Rotondo</strong>: 9:30am–12:30pm & 3–6pm daily</p><p><strong>Santa Maria in Domnica: 9am–noon & 3:30–7pm daily (till 6pm in winter)</p>,,,TRUE,,FALSE,,TRUE,,Case Romane del Celio: night tours; check website for details,Case Romane del Celio: €20–30; under 12s free |,,,,,EUR,41.883557,12.492571,FALSE,,FALSE,,"Ancient Ruins, Religious Buildings, Green Spaces",Ancient Rome | Underground Rome - Going underground | Aquatic Rome - Aqueducts | Rome’s Churches - Early Christian and Medieval churches |,,,Age range Case Romane del Celio & Santo Stefano Rotondo: 8 plus | Allow Case Romane del Celio: 30 mins. Villa Celimontana: 1–2 hrs. Santo Stefano Rotondo: 10 mins. Santa Maria in Domnica: 20 mins |,TRUE,celian_hill_rome_dk_AL591387,"Villa Celimontana, Celian Hill",&#169;dkimages,AL591387,,,,,celian_hill_rome_dk_AL59
rome_sight_0146,catalogue,Centrale Montemartini,,,Via Ostiense 106,Rome,00154,Ancient Rome,,Italy,,06 0608,,,,,,,,,www.centralemontemartini.org,Roma Ostiense,Garbatella,,"23, 25, 271, 769",9am–7pm Tue–Sun,,"Mon, 1 Jan, 1 May, 25 Dec",TRUE,,TRUE,TRUE,TRUE,,,,6,5.50,5.5,Free for under 6s; €5.50 for EU visitors between 6 and 25 years of age and over 65s,EUR,41.866908,12.478974,TRUE,,FALSE,,Art Galleries and Museums,,,,,TRUE,centrale_montemartini_rome_dk_AL228607,Centrale Montemartini,&#169;dkimages,AL228607,,,,,centrale_montemartini_rome_dk_AL22
rome_sight_0149,catalogue,Charity Café,"In the heart of the Monti district, this welcoming café offers a rich programme of jazz and blues concerts. It’s a great place for spotting young talent on the rise, as well as more famous musicians. A good selection of wines and beers helps fuel the chilled-out atmosphere. No cover charge.",TT_ROME078PUBBAR_022_R12,Via Panisperna 68,Rome,00184,Ancient Rome,,Italy,,06 4782 5881,,,,,,,,,www.charitycafe.it,Termini,Cavour,Termini,"71, 75, 117",6pm–2am Tue–Sun,,Mon,,,,,,,,,,,,,EUR,41.89709,12.494402,TRUE,,FALSE,Entertainment and Nightlife,"Entertainment and Nightlife, Cafes and Bars","Pubs, Bars and Music Clubs | Nightlife |",,,,,,,,,,,,,#VALUE!
